행정동명,2023년09월_전체세대,2023년09월_1인세대,2023년09월_2인세대,2023년09월_3인세대,2023년09월_4인세대,2023년09월_5인세대,2023년9월_6인가구이상,채소가게수,제로웨이스트 가게수,유치원수,거주인구대비취약자수,거주인구대비취약자백분위수,미세먼지지수,미세먼지백분위,행정구역면적,공원수,공원율,도시농업(프로그램수),도시농업(시설수),초등학교수,사업체수 (개),종사자수 (명),채식식당수,인구수,1_0대,1_10대,1_20대,1_30대,1_40대,1_50대,1_60대,1_70대,1_80대,1_90대,1_기타,2_0대,2_10대,2_20대,2_30대,2_40대,2_50대,2_60대,2_70대,2_80대,2_90대,2_기타,카페수,승하차인원_버스_지하철,1점포당_1년_매출액,행정동별_1년_매출액
인헌동,14875,9057,2789,1599,1116,246,68,12.0,0.0,2.0,5586,73.0,17.205,27,1.0883,5,0.42,0.0,0.0,0.0,1609,4684,2.0,51444.0,932,1402,5518,5138,3302,3384,2782,1624,750,36,2,826,1336,6400,4840,3102,3626,3248,2110,988,92,6,32.0,202482.0,23215902.26,2089431203.0
일원1동,7466,3582,1836,1107,693,195,53,1.0,0.0,2.0,4183,60.0,33.12,42,0.9528,1,1.48,0.0,0.0,2.0,1708,6381,1.0,14642.0,302,570,971,1111,1056,1032,1132,699,197,22,2,314,424,1003,1063,946,1131,1398,800,376,89,4,26.0,103266.0,24345666.59,2702368992.0
일원본동,8017,1502,1719,2084,2243,388,81,0.0,0.0,3.0,6592,81.0,33.12,42,2.3528,8,121.0,0.0,0.0,2.0,732,10021,1.0,22824.0,992,1921,1199,1208,1932,1765,1377,692,175,27,1,789,1335,1085,1359,2365,1900,1632,706,259,98,7,9.0,233214.0,53937385.03,31482399997.0
자양1동,12031,6646,2559,1463,1083,223,57,9.0,2.0,3.0,5019,69.0,14.731,10,0.5684,1,0.18,3.0,2.0,1.0,2303,9645,1.0,44210.0,796,1478,3854,3976,3210,3336,2874,1344,576,44,0,762,1358,4100,3686,3234,3452,3240,1820,942,126,2,40.0,220281.0,19609816.71,3196400123.0
자양2동,10886,4389,2590,2050,1447,317,93,0.0,0.0,4.0,6363,79.0,14.731,10,1.6563,5,0.82,0.0,0.0,4.0,2196,7033,1.0,47482.0,1296,1760,3182,3682,3582,3708,3474,1682,602,56,2,1276,1630,3314,3604,3686,4142,3894,1942,832,134,2,32.0,233289.0,17251903.52,3019083116.0
자양3동,10996,3251,2606,2488,2134,382,135,1.0,0.0,4.0,7523,86.0,14.731,11,1.1955,3,0.25,0.0,0.0,2.0,1922,7600,1.0,54780.0,2090,2360,3520,3576,4074,4396,3664,1612,788,112,4,1886,2562,3504,4094,4478,4824,3994,1874,1142,218,8,57.0,173970.0,13155547.06,894577200.0
자양4동,10982,6097,2372,1392,894,168,59,6.0,0.0,2.0,5135,70.0,14.731,11,1.1791,2,0.13,0.0,0.0,0.0,2197,6234,4.0,35900.0,644,734,2898,3152,2354,2920,3026,1482,570,44,2,592,778,3104,2832,2136,2694,3082,1834,906,116,0,65.0,219783.0,6497279.563,519782365.0
잠실2동,11552,1637,2089,3218,3787,682,139,3.0,1.0,3.0,10414,95.0,16.56,23,2.6848,2,0.92,0.0,0.0,2.0,1137,4639,3.0,69860.0,3560,5770,3080,2640,7410,5902,2740,1686,550,42,0,3196,5838,3576,3934,8744,5160,3208,1998,712,110,4,75.0,196038.0,40617291.85,11817697771.0
잠실3동,11835,1836,2863,3208,3145,613,170,2.0,0.0,3.0,10223,95.0,16.56,23,1.5414,4,2.19,0.0,0.0,3.0,2115,8502,2.0,67948.0,2658,4074,3444,3106,5544,5370,4264,2832,808,78,0,2578,4110,3660,4180,6576,5460,5158,2948,892,204,4,134.0,542692.0,40617291.85,11817697771.0
잠실4동,7232,1054,1540,2146,2013,368,111,1.0,0.0,1.0,6554,81.0,14.731,10,0.0,0,0.0,0.0,0.0,2.0,633,1906,1.0,42444.0,2382,2808,1848,2070,4216,3072,2344,1306,394,28,0,2276,2474,1876,2886,4630,3166,2678,1354,518,114,4,22.0,102609.0,40617291.85,11817697771.0
잠실6동,5817,972,1453,1587,1373,317,115,3.0,0.0,1.0,4892,67.0,14.731,10,1.5068,4,20.39,2.0,2.0,1.0,3492,55275,7.0,33082.0,1288,1744,1728,1778,2576,2394,2376,1254,454,82,2,1230,1676,1854,2196,3020,2784,2660,1294,554,134,4,152.0,645348.0,73326213.96,37249716693.0
잠실7동,3373,535,965,840,794,178,61,0.0,0.0,2.0,2914,48.0,16.56,23,0.7229,1,9.13,0.0,0.0,1.0,335,1259,0.0,18842.0,558,758,1118,820,1116,1514,1396,998,448,44,4,506,1078,1124,1070,1406,1720,1572,1010,444,134,4,8.0,94603.0,40617291.85,11817697771.0
잠실본동,15954,9576,3026,1812,1190,266,84,10.0,0.0,0.0,5652,74.0,16.56,23,1.0282,6,1.41,0.0,0.0,1.0,4300,21755,2.0,55662.0,1068,1562,4404,6058,4194,3844,3304,1588,500,50,2,978,1496,5542,6192,4320,4110,3800,1814,716,112,8,117.0,257500.0,59725735.4,39896791246.0
잠원동,10757,3551,1936,2432,2306,403,129,3.0,0.0,1.0,6926,83.0,12.345,1,1.7555,9,1.44,0.0,0.0,1.0,3812,20974,2.0,52570.0,1766,3484,3224,2912,4334,4824,2848,1342,500,48,2,1634,3246,3292,3614,5336,4656,3036,1592,728,144,8,51.0,401945.0,32247855.73,11512484495.0
장안1동,18318,8430,4167,2973,2091,518,139,2.0,0.0,3.0,9731,93.0,14.243,7,1.3411,11,2.2,0.0,0.0,2.0,6654,22326,2.0,75526.0,2302,2528,4624,6244,6344,5854,5400,2912,1016,62,2,2066,2588,5328,5826,5958,5794,5842,3232,1380,208,16,89.0,564270.0,19174522.12,6922002484.0
장안2동,14347,5403,3322,2799,2214,460,149,5.0,0.0,3.0,9637,93.0,14.243,8,0.9959,4,1.83,0.0,0.0,2.0,3956,12725,2.0,64928.0,2566,3082,3702,4666,5754,5086,4196,2288,768,40,2,2456,2598,3718,4746,5678,4954,4722,2586,1138,178,4,73.0,426464.0,50756213.37,13856446250.0
장위1동,10630,4123,2646,1936,1480,359,86,1.0,0.0,3.0,4950,68.0,13.848,5,0.7106,1,0.14,0.0,0.0,1.0,1532,3104,0.0,47422.0,1518,1820,3048,3366,3646,3960,3402,1604,612,54,0,1584,1768,3144,3078,3530,4318,3806,1966,1062,130,6,21.0,235921.0,36030672.7,1080920181.0
장위2동,6655,3062,1714,1048,613,162,56,5.0,0.0,3.0,4051,59.0,13.848,5,0.6794,1,0.24,0.0,0.0,2.0,1538,3865,1.0,26548.0,552,802,1750,1828,1812,2348,2088,1240,568,34,0,466,784,1814,1750,1568,2260,2442,1536,786,116,4,19.0,226967.0,5215087.917,250324220.0
장위3동,6509,2168,1418,1384,1251,238,50,0.0,0.0,1.0,4707,66.0,13.848,5,0.6495,0,0.0,0.0,0.0,2.0,877,2429,1.0,31546.0,1634,1326,1882,2240,2754,2512,1876,872,360,20,0,1488,1348,1998,2518,2616,2508,2092,982,454,64,2,12.0,193545.0,32749330.78,4970192553.0
장지동,12111,3791,3237,2663,1882,419,119,0.0,0.0,5.0,7662,86.0,35.205,44,1.2774,12,7.17,0.0,0.0,2.0,1968,9283,1.0,57560.0,2034,2526,3644,4482,4348,4290,3926,1870,542,50,0,2060,2302,3578,4486,4470,5042,4562,2112,970,254,12,43.0,271649.0,20585703.84,2614384388.0
장충동,2868,1945,458,233,164,47,21,1.0,0.0,1.0,1101,17.0,37.842,45,1.0172,0,0.0,0.0,0.0,1.0,1041,9357,2.0,9200.0,156,292,1428,758,544,618,544,318,160,18,0,114,292,1104,560,484,578,532,390,264,46,0,25.0,123695.0,37590028.47,5149833900.0
전농1동,15622,7670,3315,2461,1704,372,100,3.0,2.0,3.0,7737,87.0,14.146,7,0.0,0,0.0,0.0,0.0,1.0,3020,7638,4.0,57182.0,1596,1800,4308,4060,4180,4844,4454,2148,986,60,0,1556,1768,4530,3838,3732,4534,4326,2718,1516,216,12,83.0,735849.0,49857762.39,15206617528.0
전농2동,7571,2384,1944,1635,1235,299,74,2.0,0.0,4.0,5471,72.0,14.146,7,0.9768,1,27.19,0.0,0.0,3.0,1358,5460,1.0,36258.0,1040,1608,1990,2136,2666,3036,2634,1420,760,62,2,990,1630,2040,2024,2824,3306,3152,1796,1026,112,4,45.0,242995.0,8232686.576,271678657.0
정릉1동,7357,2349,1731,1603,1297,289,88,2.0,0.0,2.0,5245,71.0,12.411,2,0.412,2,1.09,0.0,0.0,0.0,1275,2752,0.0,35692.0,1316,1648,2198,2346,2844,2766,2182,1176,552,58,0,1192,1664,2208,2444,3040,2950,2470,1608,904,124,2,18.0,307732.0,7086457.208,340149946.0
정릉2동,9942,3527,2570,2011,1415,310,109,0.0,0.0,0.0,6561,81.0,26.259,37,1.0941,1,0.25,0.0,0.0,2.0,1422,3344,1.0,45364.0,1298,1774,3048,3012,3308,3662,3152,1788,780,68,0,1268,1576,3042,2990,3200,3992,3766,2204,1274,162,0,29.0,256645.0,49997339.88,1249933497.0
정릉3동,8276,4844,1652,953,622,149,56,3.0,1.0,1.0,4091,59.0,12.411,2,3.3246,1,0.01,0.0,0.0,1.0,1042,5404,1.0,30224.0,492,1032,3794,2036,1598,2232,1976,1266,584,46,0,426,902,2994,1558,1600,2340,2540,1628,1004,172,4,35.0,195529.0,30094881.34,2287210982.0
정릉4동,10779,3978,2773,2061,1526,326,115,1.0,0.0,2.0,7080,84.0,12.411,2,3.5682,1,46.74,0.0,0.0,1.0,1524,5018,0.0,48546.0,1330,2068,3094,2914,3602,4102,3320,1874,874,68,0,1216,1960,3108,2858,3774,4356,4056,2446,1306,212,8,28.0,386622.0,13582393.27,760614023.0
제기동,13240,7751,2590,1555,1027,228,89,86.0,0.0,3.0,7004,83.0,14.146,7,1.1808,2,0.47,0.0,0.0,2.0,5355,13094,0.0,47966.0,876,1328,4760,3450,3000,3834,3812,2284,1082,100,2,842,1214,4230,2750,2472,3400,3900,2788,1614,216,12,53.0,566249.0,17989861.75,2392651613.0
조원동,12230,7951,2290,1102,707,143,37,7.0,2.0,0.0,3993,58.0,14.245,8,0.6661,2,0.3,0.0,0.0,1.0,2707,7336,1.0,39164.0,698,828,3920,4646,2598,2562,2360,1288,540,44,0,670,854,5000,4012,2232,2304,2464,1390,660,88,6,37.0,945393.0,23625985.09,2008208733.0
종로1.2.3.4가동,4955,3969,497,265,171,35,18,8.0,5.0,1.0,1676,31.0,343.59,99,2.4153,6,21.87,11.0,3.0,2.0,17286,107067,22.0,13400.0,166,208,962,1114,1066,1524,1830,866,388,30,2,146,200,958,796,636,710,830,548,356,62,2,324.0,1910857.0,50117766.1,128702000000.0
종로5.6가동,3588,2569,501,298,174,36,10,0.0,0.0,1.0,1145,18.0,68.434,54,0.6027,2,0.55,0.0,0.0,1.0,7972,22872,1.0,10874.0,144,190,1114,986,656,1026,932,442,218,20,0,158,238,1312,770,474,742,636,514,260,42,0,83.0,370514.0,28903457.28,7919547295.0
종암동,17105,6861,3862,3137,2528,586,131,6.0,1.0,6.0,10781,96.0,13.848,5,1.4035,5,0.48,0.0,0.0,2.0,2858,8433,1.0,75946.0,2204,3750,5794,4890,5724,6300,4966,2444,1294,140,6,2142,3150,5250,4434,6050,6316,5308,3356,2046,372,10,63.0,518366.0,42598830.09,8391969528.0
중계1동,8917,1512,1523,2405,2956,437,84,0.0,1.0,2.0,6974,83.0,14.719,10,0.623,5,7.98,0.0,0.0,2.0,1470,4522,4.0,52766.0,1808,5590,2998,1664,4966,5074,2358,856,392,44,2,1530,4944,2716,2100,6560,4672,2506,1124,748,112,2,38.0,228317.0,45552860.58,7024251101.0
중계2.3동,15019,5551,4206,2831,2032,337,62,0.0,0.0,5.0,10409,95.0,14.719,10,0.9184,6,8.07,0.0,0.0,4.0,2047,5777,1.0,65870.0,1616,2756,3706,3856,4760,5274,4436,2472,1152,130,2,1582,2748,3798,4006,5124,5880,5552,4184,2440,374,22,31.0,297539.0,57175107.71,7604289325.0
중계4동,8213,2846,2031,1565,1404,294,73,1.0,0.0,3.0,6065,77.0,14.719,10,1.5183,6,352.28,0.0,0.0,1.0,1410,4285,1.0,38698.0,924,2126,2422,1820,2834,3576,2606,1480,676,60,2,910,1868,2274,1752,3146,3638,2926,2300,1138,216,4,31.0,212182.0,82615381.42,8426768905.0
중계본동,8154,1806,1525,1847,2344,528,104,3.0,0.0,3.0,6054,77.0,14.719,10,2.1814,3,0.22,0.0,0.0,2.0,1724,5840,1.0,46198.0,1202,4338,2956,1662,3734,4576,2626,888,426,28,0,1124,4102,2912,1696,4942,4582,2372,1128,780,122,2,51.0,175510.0,30096244.63,7493964913.0
중곡1동,8606,4838,1921,1060,625,126,36,3.0,0.0,0.0,3427,53.0,14.243,8,0.614,1,0.15,0.0,0.0,0.0,2152,6363,1.0,30722.0,596,712,2390,2954,2064,2306,2056,1036,424,28,2,582,654,3388,3114,1852,2372,2308,1206,586,90,2,33.0,167257.0,9475829.177,587501409.0
중곡2동,10587,5210,2474,1555,1041,239,68,4.0,0.0,1.0,4917,68.0,14.243,8,0.5451,3,0.44,0.0,0.0,1.0,2350,7380,0.0,41552.0,878,1272,3064,3632,2846,3070,2882,1400,546,26,2,848,1226,3724,3816,2900,3676,3222,1714,690,112,6,35.0,178643.0,22563939.77,2685108833.0
중곡3동,8533,4468,2047,1111,705,174,28,5.0,0.0,4.0,3819,57.0,14.243,8,0.6014,0,0.0,0.0,0.0,2.0,1764,5019,1.0,31726.0,686,862,2276,2874,2210,2644,2430,1184,460,32,0,554,830,2526,2640,1982,2756,2518,1492,696,74,0,37.0,130991.0,36628710.99,4834989851.0
중곡4동,13068,5412,3358,2285,1558,341,114,6.0,0.0,1.0,6946,83.0,14.243,8,2.3117,0,0.0,0.0,0.0,1.0,1707,4257,1.0,55556.0,1130,1742,4070,4200,3650,4764,4430,2216,846,40,4,1034,1620,4022,3902,3610,5394,4938,2584,1194,162,4,44.0,131277.0,10064499.77,1107094975.0
중림동,5820,2632,1301,1006,673,163,45,1.0,0.0,1.0,3216,50.0,47.392,48,0.484,4,11.49,0.0,0.0,1.0,1340,9166,2.0,23880.0,928,782,1124,1886,2148,1938,1726,832,390,42,6,958,630,1328,2198,1862,1800,1566,1068,558,102,8,35.0,119139.0,21345903.18,2732275607.0
중앙동,10243,7342,1542,737,480,110,32,2.0,0.0,1.0,2902,48.0,17.205,27,0.3844,2,0.73,0.0,0.0,1.0,1658,6950,0.0,30730.0,380,538,4010,3428,1776,1718,1534,1014,470,24,0,312,566,5112,3034,1528,1630,1758,1244,586,66,2,32.0,369339.0,217635401.6,4135072631.0
중화1동,8949,3615,2392,1646,1020,225,51,2.0,1.0,5.0,5219,70.0,15.673,17,0.6412,1,0.03,0.0,0.0,2.0,1565,4476,0.0,37868.0,964,1204,2346,3166,2816,2828,3074,1622,554,34,2,976,1172,2414,2958,2444,3128,3440,1822,810,92,2,19.0,174022.0,19631905.89,1727607718.0
중화2동,13509,7513,3111,1658,967,199,61,5.0,0.0,2.0,6264,78.0,15.673,17,1.0162,5,0.56,0.0,0.0,0.0,2584,7044,1.0,48392.0,966,1112,3316,3858,3394,4606,4604,2024,902,56,0,826,934,3430,3426,2824,4112,4266,2328,1264,142,2,33.0,274139.0,29235151.88,2514223062.0
증산동,7990,2868,2057,1427,1191,367,80,3.0,0.0,1.0,4255,61.0,13.844,4,0.8068,2,0.25,0.0,0.0,1.0,1345,4363,1.0,36950.0,1120,1450,2304,2636,2636,3000,2744,1384,616,40,2,1066,1352,2548,2650,2614,3128,2998,1694,848,114,6,19.0,285107.0,14842377.01,1038966391.0
진관동,21408,6560,4580,4293,4436,1201,338,3.0,2.0,9.0,16193,99.0,18.541,33,11.5566,16,33.83,0.0,0.0,5.0,3137,13270,8.0,109356.0,3658,7370,5872,5172,8520,8940,6442,3416,1488,118,8,3326,6956,7584,7108,10326,9090,7380,4026,2180,366,10,114.0,703798.0,181277413.6,7976206199.0
창1동,10970,4169,2817,2072,1571,267,74,3.0,0.0,2.0,6851,83.0,15.646,16,1.1213,8,62.67,0.0,0.0,1.0,2141,4381,0.0,48402.0,1226,1958,2980,3300,3554,3954,3400,1794,840,74,4,1192,1912,3058,3144,3708,4456,4034,2298,1298,210,8,25.0,428115.0,117286976.3,11259549724.0
창2동,12539,4406,3421,2505,1690,394,123,9.0,0.0,1.0,7705,86.0,15.646,16,0.654,5,1.09,0.0,0.0,1.0,2020,4978,1.0,56826.0,1434,2142,3820,3892,4270,4684,4128,2196,1004,44,0,1410,1992,3874,3808,4070,5222,4654,2646,1316,214,6,28.0,239549.0,11246000.9,798466064.0
창3동,6422,2709,1731,1077,692,170,43,4.0,0.0,2.0,4029,59.0,15.646,16,0.655,3,0.69,0.0,0.0,2.0,1241,2511,1.0,26718.0,588,1020,1604,1646,2008,2462,2198,1224,512,32,2,510,878,1494,1394,1920,2404,2440,1498,800,76,8,17.0,119671.0,10477585.43,963937860.0
창4동,10802,3345,2654,2407,1952,358,86,0.0,1.0,4.0,6841,82.0,15.646,16,1.1393,6,1.54,0.0,0.0,2.0,1861,7981,1.0,51806.0,1440,2480,3210,3144,3798,4386,3854,1682,722,92,2,1396,2360,3296,3184,4178,5054,4162,1926,1180,260,0,25.0,324833.0,63283772.25,7720620214.0
창5동,10262,3395,2671,2147,1626,322,101,2.0,0.0,4.0,6478,80.0,15.646,16,0.7009,3,0.51,0.0,0.0,3.0,2547,7316,1.0,48016.0,1312,1796,3152,3402,3110,3850,3686,1780,770,88,6,1156,1714,3314,3478,3310,4554,4146,2016,1180,192,4,46.0,258266.0,34223223.48,3490768795.0
창신1동,2662,1583,553,317,145,49,15,5.0,0.0,1.0,1332,23.0,14.146,6,0.3051,0,0.0,0.0,0.0,1.0,2686,6266,1.0,9182.0,110,198,562,702,512,954,1124,486,200,12,0,110,170,548,512,478,808,890,464,306,36,0,27.0,177269.0,57414838.16,4593187053.0
창신2동,3998,2045,963,532,349,80,29,4.0,0.0,0.0,2090,37.0,14.146,6,0.2571,2,4.75,0.0,0.0,0.0,1062,2192,1.0,15156.0,172,374,1030,1036,914,1772,1492,692,294,36,0,158,322,968,732,750,1616,1406,856,482,54,0,14.0,143058.0,3899009.314,136465326.0
창신3동,2775,942,732,591,384,105,21,1.0,0.0,1.0,1740,32.0,14.146,6,0.2167,3,1.89,0.0,0.0,1.0,439,1128,0.0,12828.0,322,448,872,932,806,1144,1088,446,190,44,0,308,422,810,898,832,1206,1078,554,382,46,0,8.0,22966.0,60213949.92,722567399.0
천연동,7652,3090,1843,1423,1014,224,58,3.0,0.0,1.0,4956,68.0,59.24,52,0.9821,2,11.77,0.0,0.0,1.0,1131,3259,2.0,33380.0,1060,1258,1886,2216,2348,2886,2358,1074,610,48,2,1078,1308,2046,2320,2538,3010,2452,1588,1120,170,4,25.0,345680.0,45031097.5,1080746340.0
천호1동,12956,5896,3237,2108,1317,316,82,4.0,0.0,1.0,6986,83.0,17.327,28,0.6685,5,0.64,0.0,0.0,2.0,2331,5974,0.0,26206.0,602,797,1669,2100,1933,2123,2175,1089,383,20,0,598,765,1670,1813,1821,2236,2416,1336,554,101,5,29.0,101006.0,63432678.24,10720122623.0
천호2동,17572,9112,4048,2458,1527,318,109,3.0,0.0,2.0,8981,91.0,17.327,28,1.8494,7,1.89,0.0,0.0,1.0,4863,14840,4.0,33091.0,768,854,2159,3135,2469,2483,2528,1290,446,29,0,731,823,2531,3050,2310,2573,2668,1494,651,96,3,82.0,248044.0,23186981.08,13077457328.0
천호3동,14458,8043,3070,1851,1141,268,85,8.0,0.0,2.0,6286,79.0,17.327,28,0.5614,2,0.46,0.0,0.0,0.0,2545,9343,3.0,26245.0,615,572,1848,2400,1846,1991,2032,991,351,23,1,555,536,2499,2576,1732,1899,2087,1083,512,87,9,35.0,135795.0,13948666.71,781125336.0
청구동,6181,2566,1603,1060,722,182,48,4.0,0.0,2.0,3626,55.0,14.146,7,0.3423,1,0.5,0.0,0.0,2.0,1244,4497,0.0,26228.0,652,766,1608,2122,1688,2034,1998,974,494,46,2,650,762,1724,2166,1738,2254,2172,1350,878,142,8,14.0,69537.0,22847252.15,1073820851.0
청담동,10899,4343,2261,2048,1675,408,164,2.0,0.0,3.0,6454,80.0,12.345,1,2.3274,5,3.51,0.0,0.0,2.0,7024,43117,4.0,25026.0,977,1189,1504,1626,2019,1890,1369,800,317,26,1,748,1068,1787,2142,2480,2097,1589,955,360,79,3,79.0,574318.0,28911353.88,16826407959.0
청량리동,10122,5341,2326,1337,852,201,65,7.0,0.0,2.0,6249,78.0,14.146,7,1.2035,2,28.73,0.0,0.0,1.0,1909,8278,1.0,37768.0,650,1002,2292,2360,2340,3182,3766,2090,920,102,0,654,940,2222,1900,2096,3068,3838,2646,1438,258,4,26.0,354577.0,9270403.917,333734541.0
청룡동,24284,17805,3227,1717,1199,259,77,5.0,0.0,2.0,6293,79.0,17.205,28,1.1947,7,0.74,1.0,1.0,2.0,2742,12505,1.0,72280.0,1082,1470,10428,7766,4080,3858,3124,1942,798,60,4,1096,1668,13236,6960,3724,3786,3582,2444,1042,128,2,64.0,353374.0,33664522.22,13634131499.0
청림동,6434,2147,1716,1382,945,185,59,1.0,0.0,3.0,4417,63.0,17.205,27,0.2969,0,0.0,0.0,0.0,0.0,729,1615,0.0,29774.0,1122,1148,1670,2398,2342,2262,1824,1074,518,48,2,1056,1096,1642,2374,2304,2332,2230,1410,796,122,4,10.0,83526.0,39549654.63,5253859384.0
청운효자동,5063,1963,1172,969,714,180,65,2.0,1.0,3.0,3345,52.0,118.479,63,2.5665,2,70.44,0.0,0.0,1.0,1477,7888,4.0,23022.0,634,1170,1398,1408,1704,1706,1304,732,462,52,2,604,1068,1426,1704,2194,2098,1500,1096,650,106,4,70.0,234604.0,73160606.44,19680203133.0
청파동,11183,7013,2140,1072,699,196,63,2.0,0.0,2.0,4070,59.0,75.71,55,0.8856,3,1.36,0.0,0.0,2.0,2186,9850,6.0,38084.0,512,964,3142,3582,2412,2968,2370,1112,564,36,4,532,1070,5076,3154,2334,3018,2600,1612,890,128,4,93.0,246504.0,32172727.3,11839563647.0
충현동,10084,5167,2050,1427,1120,259,61,2.0,0.0,0.0,4863,67.0,59.24,52,1.1152,1,0.04,0.0,0.0,3.0,2995,23946,2.0,39556.0,1100,1220,2864,3276,2836,3120,2674,1292,612,72,2,1064,1272,3304,3466,2808,3144,2818,1508,912,180,12,66.0,557022.0,59998412.62,7559799990.0
평창동,7157,2285,1754,1477,1170,350,121,0.0,0.0,1.0,5064,69.0,24.822,36,8.9407,5,0.1,0.0,0.0,0.0,1321,4321,1.0,34952.0,1118,1470,2056,1978,2256,2822,2610,1222,668,74,4,956,1580,2150,2182,2756,3496,2886,1498,962,192,16,57.0,220912.0,64606866.38,5556190509.0
풍납1동,5652,2343,1445,1005,682,135,42,2.0,1.0,1.0,3943,58.0,14.731,11,1.0745,2,2.23,0.0,0.0,1.0,946,2522,1.0,24168.0,632,792,1378,1752,1694,1958,2138,1100,398,32,2,500,654,1304,1610,1622,2104,2556,1268,604,70,0,17.0,90936.0,33909516.61,1220742598.0
풍납2동,10732,4249,2439,2011,1619,313,101,0.0,1.0,3.0,6374,79.0,14.731,11,2.5626,3,0.28,0.0,0.0,2.0,1772,16405,2.0,48066.0,1664,1936,2964,3562,3738,3446,3114,1668,574,26,2,1596,1842,4024,3978,3916,3676,3546,1854,762,174,4,46.0,189182.0,40617291.85,11817697771.0
필동,2504,1687,420,206,136,40,15,1.0,2.0,2.0,1010,14.0,130.327,64,1.4634,1,0.28,0.0,0.0,2.0,3600,24470,4.0,7954.0,162,184,762,702,498,676,628,324,160,24,0,138,210,720,644,428,474,592,310,252,64,2,75.0,211214.0,37423624.66,14258400996.0
하계1동,12328,5534,2451,1997,1925,337,84,0.0,0.0,5.0,6528,81.0,15.673,17,1.5259,10,3.08,0.0,0.0,1.0,1615,8965,1.0,53232.0,994,3422,4934,2708,3038,4670,3572,1432,636,84,0,880,2886,4290,2622,3846,4958,4166,2380,1478,230,6,43.0,292399.0,14737562.88,707403018.0
하계2동,8192,1958,2011,1961,1882,323,57,0.0,0.0,2.0,5904,76.0,15.673,17,0.4996,3,3.82,0.0,0.0,2.0,778,1687,1.0,42734.0,1274,2568,2784,2304,3246,3654,2700,1164,520,72,0,1146,2508,2496,2566,3814,3986,3086,1672,1002,172,0,7.0,184885.0,45552860.58,7024251101.0
한강로동,11327,6104,2353,1566,1019,208,77,2.0,1.0,0.0,4654,65.0,94.637,58,2.8677,5,0.61,0.0,0.0,2.0,6669,48562,5.0,42350.0,1282,1032,2742,4594,2784,3050,2694,1184,600,66,0,1198,970,3776,5238,2938,3400,2622,1244,788,138,10,179.0,918248.0,44287583.98,36005805774.0
한남동,10006,5336,2186,1343,808,234,99,2.0,0.0,1.0,5269,71.0,12.345,1,0.0,0,0.0,0.0,0.0,1.0,3473,21250,6.0,38272.0,1124,1150,2270,3446,3112,2874,2560,1276,656,48,0,1022,1044,2230,3694,3056,3174,2818,1644,902,170,2,92.0,746864.0,26035445.98,9737256797.0
합정동,9232,5173,2101,1107,647,155,49,0.0,4.0,1.0,3822,57.0,16.773,24,1.7111,3,1.13,0.0,0.0,1.0,4019,13457,7.0,33072.0,684,722,2682,3372,2390,2026,1792,990,472,66,0,690,774,3412,3800,2562,2428,2068,1306,712,118,6,96.0,328807.0,42758501.23,32624736440.0
항동,6286,1682,1333,1503,1382,321,65,3.0,0.0,1.0,4801,67.0,17.357,29,1.4,2,13.33,0.0,0.0,1.0,888,2816,1.0,16415.0,1307,715,683,1428,1055,857,409,421,98,8,661,1242,721,719,1744,962,952,523,397,159,29,569,25.0,85024.0,55276120.67,9605288968.0
행당1동,6474,2850,1367,1189,849,176,43,0.0,0.0,1.0,3383,52.0,14.146,7,0.5731,0,0.0,2.0,2.0,1.0,1578,9587,0.0,27422.0,894,942,2000,2204,2002,2084,1732,888,366,42,6,844,1050,2294,2212,2120,2296,1764,986,592,94,10,53.0,390438.0,74793905.17,24981164327.0
행당2동,9251,2481,2493,2208,1667,309,93,2.0,0.0,2.0,6333,79.0,14.146,7,0.4573,4,1.38,0.0,0.0,1.0,1031,2412,1.0,45972.0,1550,1718,2486,3206,3516,3858,2854,1516,646,54,0,1608,2092,2846,3636,3756,4098,3230,2028,1114,154,6,11.0,175068.0,42643044.84,7267973956.0
행운동,18343,12374,2987,1606,1063,243,70,7.0,0.0,4.0,5872,76.0,17.205,27,0.7177,6,9.7,0.0,0.0,2.0,2060,7295,1.0,58258.0,930,1280,6930,6418,3680,3390,2984,1852,770,32,0,898,1244,8636,5566,3314,3444,3426,2396,940,124,4,43.0,398139.0,20455803.01,2352417346.0
혜화동,9189,5752,1425,1013,747,177,75,3.0,0.0,3.0,3689,55.0,71.088,54,1.1316,3,18.75,0.0,0.0,1.0,2235,8819,6.0,32116.0,532,1220,4278,2106,1916,2198,1636,872,564,62,6,540,1308,4450,1880,2042,2428,1744,1290,892,146,6,116.0,470420.0,33279929.8,28820419207.0
홍은1동,9738,3456,2469,1964,1412,334,103,1.0,0.0,2.0,6521,81.0,13.844,4,1.6139,4,1.31,0.0,0.0,1.0,1479,3187,2.0,44812.0,1362,1552,2680,3008,3236,3828,3342,1760,784,80,0,1292,1568,2726,2924,3204,4076,3676,2072,1430,204,8,27.0,213022.0,59649325.98,2803518321.0
홍은2동,13240,5392,3234,2311,1786,389,128,0.0,1.0,1.0,6985,83.0,13.844,4,2.0735,5,95.99,0.0,0.0,2.0,2077,6630,1.0,57516.0,1548,2290,4192,4138,4018,4646,3770,1946,1000,72,0,1554,2226,4254,3850,4238,4898,4532,2562,1506,262,14,40.0,551429.0,40243996.33,7123187351.0
